arm_role,arm_id,n_pairs,n_means,pair_index,LTE.ID,Code,Site.Key,Site.ID,Country,Latitude,Longitude,M.Year,m_year_first,m_year_last,m_year_is_aggregate,Product.Simple,EU,Out.SubInd,Outcode,Units,yield_basis,Mean.Error.Type,Upper,Lower,DataLoc,Analysis.Function,Duration,Variety,Rep,Plot.Size,Plant.Start,Plant.End,Harvest.Start,Harvest.End,planting_date_source,harvest_date_source,climate_date_source,climate_window_start,climate_window_end,is_livestock,gdd_gdd_subopt,gdd_gdd_opt,gdd_gdd_aboveopt,gdd_gdd_abovemax,gdd_Harvest.Start,gdd_Harvest.End,temp_tmax_tg_35.days,temp_tmax_tg_35.days_pr,temp_tmax_tg_35.max_rseq,temp_tmax_tg_35.n_seq_d5,temp_tmax_tg_35.n_seq_d10,temp_tmax_tg_35.n_seq_d15,temp_tmax_tg_37.5.days,temp_tmax_tg_37.5.days_pr,temp_tmax_tg_37.5.max_rseq,temp_tmax_tg_37.5.n_seq_d5,temp_tmax_tg_37.5.n_seq_d10,temp_tmax_tg_37.5.n_seq_d15,temp_tmax_tg_40.days,temp_tmax_tg_40.days_pr,temp_tmax_tg_40.max_rseq,temp_tmax_tg_40.n_seq_d5,temp_tmax_tg_40.n_seq_d10,temp_tmax_tg_40.n_seq_d15,temp_tmin_min,temp_tmin_mean,temp_tmin_var,temp_tmin_sd,temp_tmin_range,temp_tmax_max,temp_tmax_mean,temp_tmax_var,temp_tmax_sd,temp_tmax_range,temp_tmean_max,temp_tmean_min,temp_tmean_mean,temp_tmean_var,temp_tmean_sd,temp_tmean_range,temp_Harvest.Start,temp_Harvest.End,rain_rain_sum,rain_eto_sum,rain_eto_na,rain_w_balance,rain_w_balance_negdays,rain_rain_l_0.1.days,rain_rain_l_0.1.days_pr,rain_rain_l_0.1.max_seq,rain_rain_l_0.1.n_seq_d5,rain_rain_l_0.1.n_seq_d10,rain_rain_l_0.1.n_seq_d15,rain_rain_l_1.days,rain_rain_l_1.days_pr,rain_rain_l_1.max_seq,rain_rain_l_1.n_seq_d5,rain_rain_l_1.n_seq_d10,rain_rain_l_1.n_seq_d15,rain_rain_l_5.days,rain_rain_l_5.days_pr,rain_rain_l_5.max_seq,rain_rain_l_5.n_seq_d5,rain_rain_l_5.n_seq_d10,rain_rain_l_5.n_seq_d15,rain_Harvest.Start,rain_Harvest.End,eratio_eratio_mean,eratio_eratio_median,eratio_eratio_min,eratio_eratio_l_0.5.days,eratio_eratio_l_0.5.days_pr,eratio_eratio_l_0.5.max_seq,eratio_eratio_l_0.5.n_seq_d5,eratio_eratio_l_0.5.n_seq_d10,eratio_eratio_l_0.5.n_seq_d15,eratio_eratio_l_0.25.days,eratio_eratio_l_0.25.days_pr,eratio_eratio_l_0.25.max_seq,eratio_eratio_l_0.25.n_seq_d5,eratio_eratio_l_0.25.n_seq_d10,eratio_eratio_l_0.25.n_seq_d15,eratio_eratio_l_0.1.days,eratio_eratio_l_0.1.days_pr,eratio_eratio_l_0.1.max_seq,eratio_eratio_l_0.1.n_seq_d5,eratio_eratio_l_0.1.n_seq_d10,eratio_eratio_l_0.1.n_seq_d15,eratio_Harvest.Start,eratio_Harvest.End,logging_logging_sum,logging_logging_mean,logging_logging_median,logging_logging_present_mean,logging_logging_g_0.days,logging_logging_g_0.days_pr,logging_logging_g_0.max_seq,logging_logging_g_0.n_seq_d5,logging_logging_g_0.n_seq_d10,logging_logging_g_0.n_seq_d15,logging_logging_g_ssat_0.5.days,logging_logging_g_ssat_0.5.days_pr,logging_logging_g_ssat_0.5.max_seq,logging_logging_g_ssat_0.5.n_seq_d5,logging_logging_g_ssat_0.5.n_seq_d10,logging_logging_g_ssat_0.5.n_seq_d15,logging_logging_g_ssat_0.9.days,logging_logging_g_ssat_0.9.days_pr,logging_logging_g_ssat_0.9.max_seq,logging_logging_g_ssat_0.9.n_seq_d5,logging_logging_g_ssat_0.9.n_seq_d10,logging_logging_g_ssat_0.9.n_seq_d15,logging_Harvest.Start,logging_Harvest.End,arm_code,arm_label,mean,mean_error,yield_t_ha
C,07.4980 03.9030 B1000|1992|Maize|c7|T14|NA|NA,2,2,132729,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 4,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T14,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava,2.08,,2.08
C,07.4980 03.9030 B1000|1992|Maize|c7|T14|NA|NA,2,2,132878,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Residue Yield,102,Mg DM/ha,,,,,Tab 5,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T14,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava,1.47,,
C,07.4980 03.9030 B1000|1992|Maize|c7|T14|NA|NA,2,2,132884,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Residue Yield,102,Mg DM/ha,,,,,Tab 5,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T14,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava,2.37,,
C,07.4980 03.9030 B1000|1992|Maize|c7|T15|NA|NA,2,1,132731,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 4,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T15,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava***Leucaena hedgerow,0.71,,0.71
C,07.4980 03.9030 B1000|1992|Maize|c7|T15|NA|NA,2,1,132886,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Residue Yield,102,Mg DM/ha,,,,,Tab 5,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T15,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava***Leucaena hedgerow,0.79,,
T,07.4980 03.9030 B1000|1992|Maize|c7|T16|NA|NA,1,1,132731,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 4,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T16,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava***Leucaena hedgerow<<L-alleycrop Year 1,1.41,,1.41
T,07.4980 03.9030 B1000|1992|Maize|c7|T16|NA|NA,1,1,132886,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Residue Yield,102,Mg DM/ha,,,,,Tab 5,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T16,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava***Leucaena hedgerow<<L-alleycrop Year 1,1.64,,
T,07.4980 03.9030 B1000|1992|Maize|c7|T17|NA|NA,1,1,132732,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 4,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T17,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava***Leucaena hedgerow<<L-alleycrop Year 2,2.39,,2.39
T,07.4980 03.9030 B1000|1992|Maize|c7|T17|NA|NA,1,1,132887,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Residue Yield,102,Mg DM/ha,,,,,Tab 5,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T17,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava***Leucaena hedgerow<<L-alleycrop Year 2,2.6,,
C,07.4980 03.9030 B1000|1992|Maize|c7|T19|NA|NA,2,1,132725,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 4,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T19,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava<<natural crop Year 1,2.12,,2.12
C,07.4980 03.9030 B1000|1992|Maize|c7|T19|NA|NA,2,1,132880,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Residue Yield,102,Mg DM/ha,,,,,Tab 5,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T19,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava<<natural crop Year 1,2.29,,
C,07.4980 03.9030 B1000|1992|Maize|c7|T20|NA|NA,2,1,132727,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 4,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T20,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava<<natural crop Year 2,3.52,,3.52
C,07.4980 03.9030 B1000|1992|Maize|c7|T20|NA|NA,2,1,132882,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Residue Yield,102,Mg DM/ha,,,,,Tab 5,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T20,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava<<natural crop Year 2,3.17,,
T,07.4980 03.9030 B1000|1992|Maize|c7|T22|NA|NA,4,1,132723,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 4,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T22,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava<<P-fallowcrop Year 1,2.94,,2.94
T,07.4980 03.9030 B1000|1992|Maize|c7|T22|NA|NA,4,1,132878,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Residue Yield,102,Mg DM/ha,,,,,Tab 5,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T22,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava<<P-fallowcrop Year 1,3.32,,
T,07.4980 03.9030 B1000|1992|Maize|c7|T23|NA|NA,4,1,132724,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 4,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T23,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava<<P-fallowcrop Year 2,2.77,,2.77
T,07.4980 03.9030 B1000|1992|Maize|c7|T23|NA|NA,4,1,132879,LTE0124,CJ0028,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1992,1992,1992,FALSE,Maize,c7,Crop Residue Yield,102,Mg DM/ha,,,,,Tab 5,Simple,3.5,,4,240,1992-04-01,1992-04-30,,,reported,none,PDate,1992-04-01,1992-04-30,FALSE,0,1652.4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38,22.037,0.942,0.971,3.44,32.36,28.523,2.07,1.439,7.76,27.09,22.64,24.768,1.159,1.076,4.45,,,665.11,351.93,0,313.18,33,5,0.05,5,0,0,0,7,0.06,5,0,0,0,58,0.53,17,3,1,1,,,0.831,1,0.21,13,0.12,12,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T23,(M) Maize + Cassava>>(C) Maize + Cassava***(M) Maize + Cassava<<P-fallowcrop Year 2,3.05,,
T,07.4980 03.9030 B1000|1993.1|Maize|c7|T11|NA|NA,1,1,201202,LTE0123,LM0321,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1993.1,1993,1993,FALSE,Maize,c7,Crop Yield,101,kg/ha,as reported,,,,Fig 5,Simple,7.5,,5,195,1993-04-02,1993-05-31,,,reported,none,PDate,1993-04-02,1993-05-31,FALSE,0,1721.14,20.01,0,,,1,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,22.529,0.875,0.936,4.03,35.97,29.685,3.182,1.784,10.51,28.22,22.56,25.499,1.364,1.168,5.66,,,718.53,382.48,0,336.05,45,0,0,0,0,0,0,15,0.14,7,1,0,0,55,0.5,13,2,2,0,,,0.73,0.77,0.24,17,0.16,14,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T11,Control no tree NPK<<Control no tree NPK,2833.27509899836,,2.83327509899836
C,07.4980 03.9030 B1000|1993.1|Maize|c7|T12|NA|NA,1,2,179574,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1993.1,1993,1993,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 3,Simple,12.5,TZSR-W,3,,1993-03-01,1993-04-30,,,reported,none,PDate,1993-03-01,1993-04-30,FALSE,4.42,1733.9,60.17,0,,,2,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,22.585,1.867,1.366,9.28,35.97,30.717,3.182,1.784,9.23,28.22,23.09,26.017,0.887,0.942,5.13,,,502.04,421.02,0,81.02,61,7,0.06,7,1,0,0,25,0.23,12,2,1,0,71,0.65,32,2,2,1,,,0.612,0.62,0.23,40,0.37,16,3,2,1,3,0.03,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T12,82-M-F1-A>>82-M-F1-A+Fert-85>>82-M-F1-A>>82-M-F1-A+Fert-85***G-INT4<<F1-M-CP-G-85,1.9,,1.9
C,07.4980 03.9030 B1000|1993.1|Maize|c7|T12|NA|NA,1,2,201202,LTE0123,LM0321,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1993.1,1993,1993,FALSE,Maize,c7,Crop Yield,101,kg/ha,as reported,,,,Fig 5,Simple,7.5,,5,195,1993-04-02,1993-05-31,,,reported,none,PDate,1993-04-02,1993-05-31,FALSE,0,1721.14,20.01,0,,,1,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,22.529,0.875,0.936,4.03,35.97,29.685,3.182,1.784,10.51,28.22,22.56,25.499,1.364,1.168,5.66,,,718.53,382.48,0,336.05,45,0,0,0,0,0,0,15,0.14,7,1,0,0,55,0.5,13,2,2,0,,,0.73,0.77,0.24,17,0.16,14,1,1,0,2,0.02,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T12,Control no tree<<Control no tree,1055.67202422548,,1.05567202422548
C,07.4980 03.9030 B1000|1993.1|Maize|c7|T13|NA|NA,1,1,179575,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1993.1,1993,1993,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 3,Simple,12.5,TZSR-W,3,,1993-03-01,1993-04-30,,,reported,none,PDate,1993-03-01,1993-04-30,FALSE,4.42,1733.9,60.17,0,,,2,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,22.585,1.867,1.366,9.28,35.97,30.717,3.182,1.784,9.23,28.22,23.09,26.017,0.887,0.942,5.13,,,502.04,421.02,0,81.02,61,7,0.06,7,1,0,0,25,0.23,12,2,1,0,71,0.65,32,2,2,1,,,0.612,0.62,0.23,40,0.37,16,3,2,1,3,0.03,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T13,82-M-F1-A>>82-M-F1-A+Fert-85>>82-M-F1-A>>82-M-F1-A+Fert-85***L-INT-4<<F1-M-CP-L-85,2.34,,2.34
C,07.4980 03.9030 B1000|1993.1|Maize|c7|T25|NA|NA,1,1,179573,LTE0122,JS0433,07.4980 03.9030 B1000,"IITA, Ibadan",Nigeria,7.498,3.903,1993.1,1993,1993,FALSE,Maize,c7,Crop Yield,101,Mg/ha,as reported,,,,Tab 3,Simple,12.5,TZSR-W,3,,1993-03-01,1993-04-30,,,reported,none,PDate,1993-03-01,1993-04-30,FALSE,4.42,1733.9,60.17,0,,,2,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,22.585,1.867,1.366,9.28,35.97,30.717,3.182,1.784,9.23,28.22,23.09,26.017,0.887,0.942,5.13,,,502.04,421.02,0,81.02,61,7,0.06,7,1,0,0,25,0.23,12,2,1,0,71,0.65,32,2,2,1,,,0.612,0.62,0.23,40,0.37,16,3,2,1,3,0.03,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,T25,82-M-F1-CON>>82-M-F1-CON+Fert-85<<82-M-F1-CON>>82-M-F1-CON+Fert-85,0.73,,0.73
